energy,stress,motivation,hour_of_day,persona,focus_readiness
4,5,1,17,Steady Worker,5.192270455932517
8,8,8,4,Steady Worker,55.66427617487192
10,1,8,3,Steady Worker,68.96922721680953
8,2,4,14,Steady Worker,27.178314606338528
8,7,5,10,Steady Worker,34.947552754462166
7,5,7,19,Steady Worker,41.650103738406585
8,1,10,20,Steady Worker,72.03822986848799
10,2,10,3,Steady Worker,80.68794069120439
2,2,8,13,Steady Worker,15.408610544203905
3,5,2,21,Steady Worker,4.77461131118298
4,2,10,19,Steady Worker,34.638221120972155
7,5,10,19,Steady Worker,61.11880157084339
6,2,4,11,Steady Worker,19.288341745192973
8,2,9,1,Steady Worker,63.02065833962745
7,10,6,0,Steady Worker,38.617326056653596
2,7,4,8,Steady Worker,10.221278070251852
2,10,2,1,Steady Worker,4.679048708705071
4,8,8,23,Steady Worker,24.040604299822764
7,5,8,17,Steady Worker,46.30904381083808
5,7,9,9,Steady Worker,35.24102371431525
1,7,3,7,Steady Worker,3.461321006830201
2,4,2,10,Steady Worker,0.2212373956340703
4,6,9,1,Steady Worker,32.26402604684351
7,3,1,11,Steady Worker,6.200069339997061
4,2,5,23,Steady Worker,16.724936447506813
10,10,6,11,Steady Worker,48.47629291197915
6,3,2,0,Steady Worker,9.100436787947679
9,1,4,5,Steady Worker,32.38871241536993
6,9,10,22,Steady Worker,48.795957766224824
3,6,7,11,Steady Worker,16.637695715274827
10,1,8,2,Steady Worker,64.52501460893673
8,3,2,11,Steady Worker,16.092803755506477
1,2,2,8,Steady Worker,2.734342066162747
10,5,4,9,Steady Worker,35.71646646634777
9,5,9,0,Steady Worker,68.8148032661494
10,8,2,14,Steady Worker,15.406706540260641
2,2,6,18,Steady Worker,13.089207825756247
10,3,9,4,Steady Worker,76.06693217436698
2,8,9,10,Steady Worker,13.663211890735882
2,2,4,12,Steady Worker,3.1065591473174914
7,4,9,3,Steady Worker,50.82088428255756
8,3,6,0,Steady Worker,41.20176889768281
2,5,4,9,Steady Worker,7.292582917539165
9,2,3,16,Steady Worker,22.547447253264952
4,4,6,9,Steady Worker,19.882777156796912
7,7,8,18,Steady Worker,46.88227458172391
8,5,5,16,Steady Worker,35.59200869170637
1,6,10,4,Steady Worker,9.459928925062629
6,6,1,11,Steady Worker,3.356796654719041
7,5,7,5,Steady Worker,41.61156324202237
7,1,3,19,Steady Worker,18.362091276650677
9,6,7,4,Steady Worker,55.14394735504369
7,9,9,14,Steady Worker,50.823985959516975
8,5,7,19,Steady Worker,46.7283705636876
4,3,1,12,Steady Worker,6.305660623263648
5,2,6,4,Steady Worker,25.831426647395897
2,1,2,16,Steady Worker,2.2898014416218544
10,10,3,13,Steady Worker,27.656351813067193
9,5,4,4,Steady Worker,30.995946598530804
8,8,4,11,Steady Worker,30.294600916575924
8,2,4,0,Steady Worker,31.50322590499176
1,8,4,5,Steady Worker,4.310930616139421
4,4,7,15,Steady Worker,21.92330058182798
1,9,10,18,Steady Worker,7.881406417934764
4,6,1,0,Steady Worker,0.0
5,5,9,0,Steady Worker,37.571019989582794
7,7,10,4,Steady Worker,59.098947146222294
9,7,2,11,Steady Worker,13.111313216370895
4,4,4,6,Steady Worker,15.792238735827565
6,2,5,20,Steady Worker,25.74970221083044
8,10,8,10,Steady Worker,51.98544954863622
5,2,10,7,Steady Worker,40.57760551998814
1,3,4,17,Steady Worker,3.727496567297629
6,8,6,9,Steady Worker,28.803870885469223
6,4,4,1,Steady Worker,21.54464076354696
10,2,2,17,Steady Worker,16.91370521554283
4,10,10,2,Steady Worker,32.91925211783804
5,4,7,9,Steady Worker,28.459017268710735
7,8,1,15,Steady Worker,2.7517437701339893
3,3,5,12,Steady Worker,10.418737340622865
10,6,4,21,Steady Worker,33.46903781695244
7,4,8,20,Steady Worker,46.55661957082997
4,2,3,16,Steady Worker,10.044897839410854
6,4,5,7,Steady Worker,22.7880456425699
8,3,7,6,Steady Worker,49.6583438664348
3,3,10,9,Steady Worker,20.691232587318552
8,3,2,4,Steady Worker,11.654629416748069
7,8,1,11,Steady Worker,11.247175783723705
3,8,10,18,Steady Worker,26.23550612098969
4,2,9,14,Steady Worker,31.641097266800646
1,10,10,11,Steady Worker,8.899219107050733
6,4,4,11,Steady Worker,20.80668213313878
4,10,3,4,Steady Worker,10.568478854367841
10,5,8,16,Steady Worker,66.00897162983188
3,6,10,15,Steady Worker,24.421167684160842
3,6,8,19,Steady Worker,18.117074637167093
7,1,9,17,Steady Worker,50.20817257104467
9,9,3,14,Steady Worker,22.13039107005233
3,5,7,0,Steady Worker,18.648480996764825
3,1,2,13,Steady Worker,2.4117690505573344
6,6,2,12,Steady Worker,13.09974340831853
8,2,4,8,Steady Worker,27.83000689922468
6,6,5,18,Steady Worker,26.602788647566765
2,7,1,11,Steady Worker,2.8712168232708244
9,10,1,20,Steady Worker,10.130863372158162
4,5,9,2,Steady Worker,32.547301237566735
2,1,1,14,Steady Worker,0.0
8,4,2,18,Steady Worker,11.597896766572202
10,5,3,5,Steady Worker,21.183698897958873
10,8,5,20,Steady Worker,40.510484793515374
8,1,4,21,Steady Worker,32.554898684631866
6,10,7,6,Steady Worker,37.91862162670752
8,2,7,14,Steady Worker,48.89415013113291
1,10,8,12,Steady Worker,8.655293430082915
7,9,2,3,Steady Worker,9.279675494488364
8,5,5,18,Steady Worker,33.22716347719341
4,8,6,5,Steady Worker,19.42192302405759
6,4,3,9,Steady Worker,14.203788055985324
10,9,4,3,Steady Worker,32.1719361215145
10,8,3,9,Steady Worker,26.677917742308725
10,6,1,14,Steady Worker,9.928593124411492
1,8,6,12,Steady Worker,7.323835342425786
2,3,8,19,Steady Worker,14.68165425782916
8,3,2,22,Steady Worker,10.876125489976754
5,2,10,20,Steady Worker,42.38013162648718
3,9,10,23,Steady Worker,22.222817538447458
7,2,3,17,Steady Worker,17.155146876324107
10,1,3,19,Steady Worker,26.01817866211509
9,1,9,21,Steady Worker,67.56460280207509
8,3,8,8,Steady Worker,55.47742342319164
6,2,2,10,Steady Worker,11.26940651146466
5,1,5,2,Steady Worker,19.64620138080844
3,1,8,12,Steady Worker,20.021371206063282
10,10,6,10,Steady Worker,53.768692166993304
6,2,3,12,Steady Worker,16.38164462937474
4,9,4,6,Steady Worker,11.383473878620102
2,8,5,4,Steady Worker,9.679264052772213
7,6,3,13,Steady Worker,17.399093021565367
6,10,8,0,Steady Worker,37.171493767942714
7,4,6,14,Steady Worker,33.55896382554744
3,6,2,8,Steady Worker,6.542678664661885
2,5,6,3,Steady Worker,10.930176131609267
7,7,10,9,Steady Worker,59.06516725968402
9,2,5,9,Steady Worker,38.459890960393864
3,7,9,13,Steady Worker,23.127519546662423
3,10,8,14,Steady Worker,19.13937095049802
6,8,9,17,Steady Worker,49.458087449047625
1,5,10,2,Steady Worker,8.837578880895327
1,4,6,17,Steady Worker,2.902719483800593
8,4,2,0,Steady Worker,12.407091991322478
7,6,8,0,Steady Worker,46.99524801686447
1,1,6,22,Steady Worker,1.5666125320691302
5,1,9,4,Steady Worker,37.84567465353517
6,9,2,2,Steady Worker,14.503044782678273
2,7,8,8,Steady Worker,9.876440190318428
2,2,7,3,Steady Worker,11.445177749837498
10,8,1,17,Steady Worker,6.113734509619451
7,2,9,21,Steady Worker,52.770502900765734
10,8,9,5,Steady Worker,74.32771127716781
5,7,2,14,Steady Worker,5.850056624420779
4,10,10,15,Steady Worker,32.7202839467865
3,4,3,18,Steady Worker,5.674915169737828
10,6,10,3,Steady Worker,81.19551517978059
8,6,8,5,Steady Worker,53.56776145822445
6,7,7,20,Steady Worker,36.81643664902705
6,7,2,9,Steady Worker,11.774205324092705
1,6,8,16,Steady Worker,9.402327521019787
1,6,5,14,Steady Worker,4.795517331997914
10,7,7,6,Steady Worker,56.53115045115928
6,4,9,14,Steady Worker,44.363960187988766
5,9,6,6,Steady Worker,21.958607225245725
7,9,7,13,Steady Worker,42.15619903209984
7,6,4,13,Steady Worker,20.130860690099407
6,3,1,14,Steady Worker,5.2485696446440055
2,8,9,1,Steady Worker,16.69118149011359
8,2,7,23,Steady Worker,44.07028263656063
1,7,10,18,Steady Worker,9.957975715625293
8,9,2,14,Steady Worker,16.20347058753855
10,1,3,8,Steady Worker,25.367575791962597
9,6,3,7,Steady Worker,25.100408210168332
5,8,2,11,Steady Worker,11.142621846362792
7,6,1,7,Steady Worker,5.177695484355068
5,7,9,19,Steady Worker,36.369685093289334
2,3,7,7,Steady Worker,13.726233510622837
1,10,1,10,Steady Worker,1.656238983735363
2,5,3,12,Steady Worker,5.409728616171375
1,2,5,18,Steady Worker,5.120896122301731
10,6,2,14,Steady Worker,19.777416841244474
3,5,8,0,Steady Worker,19.238138733917104
4,6,6,12,Steady Worker,16.067193384231423
5,10,1,5,Steady Worker,6.697875104480051
9,4,10,18,Steady Worker,72.39968053799528
1,7,8,14,Steady Worker,3.278022303403299
6,1,9,6,Steady Worker,49.947978883714015
4,1,9,1,Steady Worker,28.12462594468753
2,3,1,9,Steady Worker,2.9658611656650695
3,7,7,9,Steady Worker,20.228670375488342
1,9,1,22,Steady Worker,0.0
9,9,4,21,Steady Worker,31.962007669817982
2,3,6,0,Steady Worker,9.89083981578263
7,8,3,21,Steady Worker,15.242845178806506
9,4,10,22,Steady Worker,76.77463141992628
7,9,10,7,Steady Worker,60.331550824075364
4,3,7,11,Steady Worker,22.372816758285005
1,7,6,23,Steady Worker,2.56323879451835
6,5,9,19,Steady Worker,45.2125429210886
6,5,2,3,Steady Worker,8.439409249408918
1,9,9,7,Steady Worker,10.70727281167104
4,5,2,17,Steady Worker,6.457143489113024
2,8,2,21,Steady Worker,5.3938734798034815
1,2,5,21,Steady Worker,5.335087666743323
9,6,8,6,Steady Worker,59.35212248594448
1,8,4,15,Steady Worker,0.0
7,7,8,8,Steady Worker,45.54597423702139
3,6,10,3,Steady Worker,27.654704890647473
2,3,3,17,Steady Worker,2.5653557867302013
10,6,8,23,Steady Worker,68.91085418798491
10,6,5,6,Steady Worker,41.40062855880344
8,9,6,19,Steady Worker,37.8102909863104
6,7,8,18,Steady Worker,41.95372882419822
6,10,7,14,Steady Worker,37.730893011870144
4,6,2,23,Steady Worker,4.056438693270618
8,6,10,1,Steady Worker,65.62068411942273
8,6,1,21,Steady Worker,6.092055639552914
1,4,7,14,Steady Worker,5.454197860030334
5,6,2,23,Steady Worker,6.846428441465875
9,8,6,8,Steady Worker,47.02014660987072
10,9,2,8,Steady Worker,17.854249146391417
5,9,3,19,Steady Worker,12.649330424029273
1,5,7,12,Steady Worker,4.925522089017879
8,10,9,3,Steady Worker,60.467861501623446
4,8,5,9,Steady Worker,13.654313960761398
9,4,1,3,Steady Worker,8.804008611936005
9,7,6,13,Steady Worker,42.83008958295975
3,2,4,3,Steady Worker,15.05832640389428
9,7,3,6,Steady Worker,24.241030318613937
8,9,1,21,Steady Worker,6.259526307830698
4,1,2,3,Steady Worker,5.122139652311013
9,10,3,11,Steady Worker,26.654291103781322
1,6,6,6,Steady Worker,2.095761361632608
4,5,3,21,Steady Worker,9.119757463709925
7,9,9,12,Steady Worker,53.25266656434376
3,4,9,20,Steady Worker,20.39818253789172
10,7,2,4,Steady Worker,17.815931237411167
4,2,5,18,Steady Worker,17.527830329649518
4,3,7,5,Steady Worker,26.061903228653968
8,5,6,7,Steady Worker,35.65334738524358
7,3,2,2,Steady Worker,11.047741236100947
4,7,6,16,Steady Worker,19.338066109943366
8,6,2,4,Steady Worker,14.007811158335288
7,6,10,0,Steady Worker,59.61694023701835
3,10,2,16,Steady Worker,7.025080436852778
10,5,8,21,Steady Worker,65.7682231666976
6,3,6,12,Steady Worker,32.97842108436441
6,10,9,12,Steady Worker,45.49931830035675
9,8,8,8,Steady Worker,57.205021319278416
9,10,9,20,Steady Worker,63.502756949492124
6,5,1,3,Steady Worker,5.945185159841536
7,10,10,15,Steady Worker,60.6517646878785
1,9,5,5,Steady Worker,5.153739326421501
3,3,5,12,Steady Worker,15.236868461736671
7,3,4,13,Steady Worker,22.928842845632495
2,5,1,7,Steady Worker,2.527552074284805
6,10,10,1,Steady Worker,53.28691264280584
9,9,6,1,Steady Worker,45.3906111429636
6,1,2,18,Steady Worker,7.84019201618143
10,5,5,19,Steady Worker,39.39150469719435
3,7,7,0,Steady Worker,17.41972198802609
6,6,4,4,Steady Worker,20.1778227159298
3,3,9,20,Steady Worker,23.818681929915577
6,9,7,10,Steady Worker,36.40761024272757
10,10,7,4,Steady Worker,57.63023638172457
6,2,10,2,Steady Worker,47.801221544541356
2,10,2,6,Steady Worker,3.874963899432526
3,10,5,4,Steady Worker,11.319913257445272
4,10,4,12,Steady Worker,12.076708985860837
2,2,6,11,Steady Worker,11.34220221918722
1,3,1,3,Steady Worker,0.0
6,8,2,13,Steady Worker,7.6224345359622525
6,4,7,7,Steady Worker,35.74979461107287
1,8,1,8,Steady Worker,0.9538367174265681
2,10,6,23,Steady Worker,11.045748039709395
1,8,8,17,Steady Worker,3.860835621676738
6,8,10,7,Steady Worker,53.32936589526768
7,3,4,0,Steady Worker,22.97194746235719
9,10,10,17,Steady Worker,74.65757757630857
4,10,1,4,Steady Worker,2.6065293668744847
10,10,6,6,Steady Worker,51.493151397211214
5,5,7,3,Steady Worker,27.902593516915168
10,7,8,1,Steady Worker,65.94635128821244
10,1,1,8,Steady Worker,11.026785880419173
4,9,7,22,Steady Worker,23.743251468855355
5,10,1,6,Steady Worker,5.875819716571253
7,8,7,23,Steady Worker,39.87807992333923
8,9,10,15,Steady Worker,67.06494291539192
4,8,1,1,Steady Worker,2.553917213163618
9,2,2,23,Steady Worker,13.289075067385436
5,5,6,7,Steady Worker,21.174503588297224
3,9,3,0,Steady Worker,4.214378838426762
5,7,3,8,Steady Worker,14.048782528540588
6,8,3,20,Steady Worker,15.06543409248716
10,5,8,6,Steady Worker,65.64646022697234
8,5,5,13,Steady Worker,32.61327330075969
1,8,6,5,Steady Worker,5.061991539311814
3,3,2,8,Steady Worker,5.7358019586545295
8,3,5,9,Steady Worker,32.6300844332062
7,5,1,7,Steady Worker,5.656138475746485
4,5,1,2,Steady Worker,5.502887377297533
2,1,6,23,Steady Worker,8.942561997871294
3,1,10,1,Steady Worker,24.744949290923657
9,1,7,23,Steady Worker,52.53051400815463
9,8,5,0,Steady Worker,36.14641791633825
8,7,5,2,Steady Worker,36.92067619861223
9,4,6,19,Steady Worker,40.520505624625436
3,8,3,20,Steady Worker,9.030473507558797
1,6,2,2,Steady Worker,2.5120002966803883
5,10,2,14,Steady Worker,11.836167601448826
8,9,3,21,Steady Worker,18.992883749174588
6,8,5,12,Steady Worker,25.703639179758724
8,3,7,16,Steady Worker,46.66999936654967
6,6,2,10,Steady Worker,8.509179524648436
2,2,10,12,Steady Worker,15.826246675677462
9,4,5,4,Steady Worker,42.097711230717884
9,8,10,21,Steady Worker,76.04358374981831
10,1,7,11,Steady Worker,55.70344190404755
4,4,5,15,Steady Worker,17.763272668458185
4,8,5,23,Steady Worker,16.002800286206533
1,3,7,11,Steady Worker,5.579909552984179
7,9,9,2,Steady Worker,53.270096370847924
4,1,4,13,Steady Worker,12.913935024906902
7,3,2,10,Steady Worker,12.729727392803186
9,10,8,23,Steady Worker,59.31846270115188
8,2,7,7,Steady Worker,46.817401146747194
7,9,7,6,Steady Worker,43.33862334795943
1,10,7,20,Steady Worker,4.114824325377176
5,8,9,0,Steady Worker,34.81523850944643
2,9,9,0,Steady Worker,16.007107896213313
3,10,8,1,Steady Worker,20.60969052817588
9,7,7,1,Steady Worker,53.99794362518118
2,5,7,22,Steady Worker,13.080451012906885
5,8,7,8,Steady Worker,29.497847676341607
2,9,10,4,Steady Worker,19.964238598126574
6,10,10,18,Steady Worker,49.72288516713804
10,3,3,12,Steady Worker,22.825300553268818
6,8,8,16,Steady Worker,39.461559721226976
9,1,2,8,Steady Worker,14.933293834180652
1,5,4,23,Steady Worker,0.30563328813041757
9,4,3,13,Steady Worker,20.970710764674426
2,8,3,19,Steady Worker,3.749774764257918
1,3,1,10,Steady Worker,1.2876897927766244
9,7,8,9,Steady Worker,57.692218330960365
8,3,7,22,Steady Worker,48.30859507120106
4,6,2,22,Steady Worker,5.975852157564616
9,5,4,1,Steady Worker,30.25025285731773
2,10,3,18,Steady Worker,4.205850637073594
2,10,3,8,Steady Worker,6.877488502042378
3,5,7,16,Steady Worker,15.843276849048241
1,10,2,16,Steady Worker,1.2709867982126433
10,4,10,11,Steady Worker,83.53694620778586
3,1,3,0,Steady Worker,8.46568646256947
8,3,3,10,Steady Worker,20.745482940270275
9,6,10,3,Steady Worker,76.72205267569352
1,7,7,0,Steady Worker,8.356072042170034
1,9,7,3,Steady Worker,5.144217510210535
2,9,4,6,Steady Worker,6.2030494458784995
1,9,9,5,Steady Worker,11.643271709224239
10,1,5,3,Steady Worker,46.5208014577765
8,1,8,13,Steady Worker,53.26766891883872
9,6,1,22,Steady Worker,8.564087395194692
7,9,1,13,Steady Worker,6.535163594895336
8,7,6,16,Steady Worker,39.44963846874976
10,8,5,3,Steady Worker,40.68311484957248
10,3,4,3,Steady Worker,31.523514337273376
8,5,6,1,Steady Worker,38.669629133554935
5,5,3,12,Steady Worker,8.29047028359331
2,9,6,7,Steady Worker,8.588017573133637
5,10,4,1,Steady Worker,18.436588259506898
6,4,4,2,Steady Worker,19.608412006745635
6,9,4,6,Steady Worker,21.91925425901432
10,10,6,5,Steady Worker,50.314465531377984
6,7,2,22,Steady Worker,13.931384593108575
3,10,10,6,Steady Worker,25.158072889227665
9,6,7,19,Steady Worker,50.060370641661315
2,4,9,2,Steady Worker,10.404958638758728
3,5,2,10,Steady Worker,7.8411723394068
10,4,7,11,Steady Worker,60.73645857364
5,3,5,14,Steady Worker,22.037129024579496
10,7,3,7,Steady Worker,26.56568005962331
5,10,4,17,Steady Worker,13.49418867663434
9,1,8,3,Steady Worker,56.36109393776378
3,10,7,1,Steady Worker,16.50234781148516
3,8,7,10,Steady Worker,16.727446394287433
9,2,2,14,Steady Worker,12.164713931410551
7,8,5,17,Steady Worker,28.69134207776145
9,2,9,1,Steady Worker,66.03345243275234
1,10,6,21,Steady Worker,1.933408293814943
10,3,6,19,Steady Worker,48.69391667395502
5,9,5,7,Steady Worker,19.34246479376541
6,6,5,14,Steady Worker,21.806991855907533
6,5,2,20,Steady Worker,9.690865543027297
4,8,3,6,Steady Worker,7.410527016434598
2,8,3,21,Steady Worker,5.520358151246216
3,4,1,15,Steady Worker,1.3239920570453125
6,6,4,7,Steady Worker,15.835636047663934
1,6,2,23,Steady Worker,2.2232587588441683
5,2,5,1,Steady Worker,19.295994958919515
6,1,9,14,Steady Worker,45.39679132336274
8,4,7,19,Steady Worker,47.17588736113241
3,4,6,20,Steady Worker,14.457529764835016
10,10,7,21,Steady Worker,58.808208647969856
4,10,9,6,Steady Worker,27.628115593663733
1,8,4,6,Steady Worker,2.1621483475896315
3,1,2,4,Steady Worker,4.280778880422553
2,6,6,21,Steady Worker,10.54679628418504
3,3,10,22,Steady Worker,25.152791322108556
4,6,8,2,Steady Worker,24.868625299997348
6,5,4,23,Steady Worker,20.25953818842529
10,9,9,4,Steady Worker,73.05073168394813
6,4,8,3,Steady Worker,41.288561860545826
10,6,5,11,Steady Worker,43.49538909042262
3,10,7,12,Steady Worker,16.337940511810874
1,1,1,21,Steady Worker,1.1043819283917378
1,4,4,1,Steady Worker,3.0779832445055035
1,8,6,3,Steady Worker,1.5456217938504389
5,6,10,21,Steady Worker,43.885451628464885
8,5,1,3,Steady Worker,8.375513994089934
7,8,10,14,Steady Worker,54.011687288940365
5,1,6,21,Steady Worker,26.361496685493897
6,1,9,7,Steady Worker,46.21847882431973
10,1,8,12,Steady Worker,68.30891118588369
6,4,9,13,Steady Worker,45.31609424370323
1,9,3,1,Steady Worker,2.9145374397275563
2,3,4,4,Steady Worker,9.029821494828512
10,10,3,10,Steady Worker,24.157395647229848
8,8,4,14,Steady Worker,27.812484950053186
7,4,3,22,Steady Worker,18.14574003610647
2,3,5,18,Steady Worker,6.056530295930784
3,8,4,12,Steady Worker,12.64552645392976
2,10,8,14,Steady Worker,14.562200825622883
3,2,3,18,Steady Worker,6.352228217462147
8,9,1,0,Steady Worker,2.654235867456009
6,1,5,0,Steady Worker,24.49891948061128
8,9,9,16,Steady Worker,58.10888813014847
7,4,10,23,Steady Worker,58.73213803039266
1,2,10,17,Steady Worker,9.0853473341903
9,5,1,6,Steady Worker,9.096478201651719
4,8,1,15,Steady Worker,2.011588743875339
6,1,5,22,Steady Worker,24.97440266025783
9,6,2,17,Steady Worker,15.755173842750409
9,4,6,9,Steady Worker,42.55388483221722
3,2,8,4,Steady Worker,16.60340033657909
5,8,8,22,Steady Worker,29.193982817763498
4,3,7,19,Steady Worker,23.3893445201787
5,7,4,13,Steady Worker,14.761173474728807
5,1,8,20,Steady Worker,36.80128223026766
5,3,10,11,Steady Worker,39.895796086766836
10,4,7,12,Steady Worker,59.55511416764961
4,2,9,15,Steady Worker,27.7998748235176
8,9,2,19,Steady Worker,12.448904761282984
6,7,5,11,Steady Worker,21.373976834920967
6,3,10,14,Steady Worker,51.13321041495934
2,5,10,21,Steady Worker,14.957438208912798
2,10,4,18,Steady Worker,8.124308966487845
7,8,3,5,Steady Worker,20.59341590048904
5,2,8,14,Steady Worker,31.791314426005986
10,3,7,10,Steady Worker,56.56651171692722
7,1,9,8,Steady Worker,51.77374438454186
8,8,4,19,Steady Worker,24.74829074247484
10,5,7,20,Steady Worker,57.54956727409143
9,6,3,21,Steady Worker,24.503737615243807
10,10,2,1,Steady Worker,16.21004093722817
4,10,7,7,Steady Worker,25.501041023530853
7,9,7,19,Steady Worker,37.41951029312176
9,9,3,23,Steady Worker,25.783576069661198
8,6,8,13,Steady Worker,55.47893469794093
8,2,3,6,Steady Worker,20.1147289096696
2,6,2,13,Steady Worker,5.969323792560785
2,2,4,13,Steady Worker,6.209234651938745
4,2,8,11,Steady Worker,25.951414879304018
2,8,10,3,Steady Worker,17.42491047560541
1,2,8,15,Steady Worker,8.77167139753771
1,3,2,15,Steady Worker,2.707572498858803
4,4,4,3,Steady Worker,15.409145234418045
6,2,4,6,Steady Worker,19.131677978218704
9,7,6,15,Steady Worker,41.99486919788933
2,6,5,8,Steady Worker,7.7887064799885835
3,9,1,21,Steady Worker,5.865803188465089
3,1,3,14,Steady Worker,6.501274716512042
7,10,6,14,Steady Worker,33.00939123390133
7,7,10,0,Steady Worker,57.95606820747749
10,5,8,19,Steady Worker,64.5964498507851
1,5,1,2,Steady Worker,0.0
8,6,4,7,Steady Worker,25.686335366258653
8,6,8,21,Steady Worker,53.61560448325048
6,9,8,22,Steady Worker,42.26893440293399
5,7,1,7,Steady Worker,4.509078155331155
